timestamp,benchmark,configName,example,version,iteration,rows,columns,phase,label,beforeGcJsHeapUsedMb,afterGcJsHeapUsedMb,gcReclaimedMb,renderedRows,renderedCells,nodes,documents,jsEventListeners,url
"2026-06-21T13:24:37.031Z","paginated-rows","paginated-rows-1000x8","v8/paginated-rows","v8",5,1000,8,"initial","v8/paginated-rows 1000x8",5.28,4.71,0.57,10,80,247,1,167,"http://127.0.0.1:41734/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:24:37.434Z","paginated-rows","paginated-rows-1000x8","v8/paginated-rows","v8",5,1000,8,"next-page","v8/paginated-rows 1000x8",6.02,5.64,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:24:37.820Z","paginated-rows","paginated-rows-1000x8","v8/paginated-rows","v8",5,1000,8,"last-page","v8/paginated-rows 1000x8",6.02,5.77,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:24:38.400Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",1,100000,8,"initial","v8/paginated-rows 100000x8",276.96,272.58,4.38,10,80,247,1,167,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:38.907Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",1,100000,8,"next-page","v8/paginated-rows 100000x8",273.89,273.51,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:39.391Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",1,100000,8,"last-page","v8/paginated-rows 100000x8",273.89,273.65,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:39.994Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",2,100000,8,"initial","v8/paginated-rows 100000x8",276.92,272.58,4.33,10,80,247,1,167,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:40.494Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",2,100000,8,"next-page","v8/paginated-rows 100000x8",273.89,273.51,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:40.990Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",2,100000,8,"last-page","v8/paginated-rows 100000x8",273.89,273.65,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:41.578Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",3,100000,8,"initial","v8/paginated-rows 100000x8",276.58,272.58,4,10,80,247,1,167,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:42.070Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",3,100000,8,"next-page","v8/paginated-rows 100000x8",273.89,273.51,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:42.560Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",3,100000,8,"last-page","v8/paginated-rows 100000x8",273.89,273.65,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:43.137Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",4,100000,8,"initial","v8/paginated-rows 100000x8",276.9,272.58,4.32,10,80,247,1,167,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:43.627Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",4,100000,8,"next-page","v8/paginated-rows 100000x8",273.89,273.51,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:44.122Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",4,100000,8,"last-page","v8/paginated-rows 100000x8",273.89,273.65,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:44.701Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",5,100000,8,"initial","v8/paginated-rows 100000x8",276.93,272.58,4.35,10,80,247,1,167,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:45.205Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",5,100000,8,"next-page","v8/paginated-rows 100000x8",273.89,273.51,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:45.700Z","paginated-rows","paginated-rows-100000x8","v8/paginated-rows","v8",5,100000,8,"last-page","v8/paginated-rows 100000x8",273.89,273.65,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:24:48.833Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",1,1000000,8,"initial","v8/paginated-rows 1000000x8",2722.23,2710.06,12.17,10,80,247,1,167,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:24:50.128Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",1,1000000,8,"next-page","v8/paginated-rows 1000000x8",2711.37,2710.98,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:24:51.410Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",1,1000000,8,"last-page","v8/paginated-rows 1000000x8",2711.36,2711.12,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:24:54.475Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",2,1000000,8,"initial","v8/paginated-rows 1000000x8",2723.22,2710.06,13.16,10,80,247,1,167,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:24:55.780Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",2,1000000,8,"next-page","v8/paginated-rows 1000000x8",2711.37,2710.98,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:24:57.077Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",2,1000000,8,"last-page","v8/paginated-rows 1000000x8",2711.36,2711.12,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:24:59.639Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",3,1000000,8,"initial","v8/paginated-rows 1000000x8",2723.07,2710.06,13.01,10,80,247,1,167,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:00.956Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",3,1000000,8,"next-page","v8/paginated-rows 1000000x8",2711.37,2710.98,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:02.249Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",3,1000000,8,"last-page","v8/paginated-rows 1000000x8",2711.36,2711.12,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:05.310Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",4,1000000,8,"initial","v8/paginated-rows 1000000x8",2723.08,2710.06,13.02,10,80,247,1,167,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:06.615Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",4,1000000,8,"next-page","v8/paginated-rows 1000000x8",2711.37,2710.98,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:08.020Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",4,1000000,8,"last-page","v8/paginated-rows 1000000x8",2711.36,2711.12,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:10.703Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",5,1000000,8,"initial","v8/paginated-rows 1000000x8",2720.24,2710.06,10.19,10,80,247,1,167,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:12.061Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",5,1000000,8,"next-page","v8/paginated-rows 1000000x8",2711.37,2710.98,0.38,10,80,248,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:13.354Z","paginated-rows","paginated-rows-1000000x8","v8/paginated-rows","v8",5,1000000,8,"last-page","v8/paginated-rows 1000000x8",2711.36,2711.12,0.24,10,80,249,1,180,"http://127.0.0.1:41734/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:14.425Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",1,10,8,"initial","v9/paginated-rows 10x8",2.72,1.91,0.81,10,80,247,1,167,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:14.809Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",1,10,8,"next-page","v9/paginated-rows 10x8",2.72,2.53,0.19,10,80,249,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:15.183Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",1,10,8,"last-page","v9/paginated-rows 10x8",2.61,2.54,0.07,10,80,251,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:15.484Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",2,10,8,"initial","v9/paginated-rows 10x8",2.72,1.91,0.81,10,80,247,1,167,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:15.868Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",2,10,8,"next-page","v9/paginated-rows 10x8",2.72,2.53,0.19,10,80,249,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:16.243Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",2,10,8,"last-page","v9/paginated-rows 10x8",2.61,2.54,0.07,10,80,251,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:16.559Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",3,10,8,"initial","v9/paginated-rows 10x8",2.72,1.91,0.81,10,80,247,1,167,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:16.944Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",3,10,8,"next-page","v9/paginated-rows 10x8",2.72,2.53,0.19,10,80,249,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:17.318Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",3,10,8,"last-page","v9/paginated-rows 10x8",2.61,2.54,0.07,10,80,251,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:17.636Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",4,10,8,"initial","v9/paginated-rows 10x8",2.72,1.91,0.81,10,80,247,1,167,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:18.028Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",4,10,8,"next-page","v9/paginated-rows 10x8",2.72,2.53,0.19,10,80,249,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:18.405Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",4,10,8,"last-page","v9/paginated-rows 10x8",2.61,2.54,0.07,10,80,251,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:18.717Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",5,10,8,"initial","v9/paginated-rows 10x8",2.72,1.91,0.81,10,80,247,1,167,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:19.109Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",5,10,8,"next-page","v9/paginated-rows 10x8",2.72,2.53,0.19,10,80,249,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:19.485Z","paginated-rows","paginated-rows-10x8","v9/paginated-rows","v9",5,10,8,"last-page","v9/paginated-rows 10x8",2.61,2.54,0.07,10,80,251,1,180,"http://127.0.0.1:41735/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:19.791Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",1,1000,8,"initial","v9/paginated-rows 1000x8",2.78,2.22,0.56,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:20.194Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",1,1000,8,"next-page","v9/paginated-rows 1000x8",3.64,3.2,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:20.585Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",1,1000,8,"last-page","v9/paginated-rows 1000x8",3.6,3.31,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:20.900Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",2,1000,8,"initial","v9/paginated-rows 1000x8",2.81,2.22,0.59,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:21.303Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",2,1000,8,"next-page","v9/paginated-rows 1000x8",3.64,3.2,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:21.687Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",2,1000,8,"last-page","v9/paginated-rows 1000x8",3.6,3.31,0.29,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:22.008Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",3,1000,8,"initial","v9/paginated-rows 1000x8",2.79,2.22,0.57,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:22.410Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",3,1000,8,"next-page","v9/paginated-rows 1000x8",3.63,3.2,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:22.793Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",3,1000,8,"last-page","v9/paginated-rows 1000x8",3.6,3.31,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:23.110Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",4,1000,8,"initial","v9/paginated-rows 1000x8",2.79,2.22,0.57,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:23.511Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",4,1000,8,"next-page","v9/paginated-rows 1000x8",3.64,3.2,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:23.904Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",4,1000,8,"last-page","v9/paginated-rows 1000x8",3.6,3.31,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:24.210Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",5,1000,8,"initial","v9/paginated-rows 1000x8",2.79,2.22,0.57,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:24.612Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",5,1000,8,"next-page","v9/paginated-rows 1000x8",3.64,3.2,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:25.003Z","paginated-rows","paginated-rows-1000x8","v9/paginated-rows","v9",5,1000,8,"last-page","v9/paginated-rows 1000x8",3.6,3.31,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000&columns=8&overscan=5"
"2026-06-21T13:25:25.351Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",1,100000,8,"initial","v9/paginated-rows 100000x8",28.94,27.28,1.66,10,80,247,1,167,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:25.763Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",1,100000,8,"next-page","v9/paginated-rows 100000x8",28.7,28.26,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:26.160Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",1,100000,8,"last-page","v9/paginated-rows 100000x8",28.65,28.37,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:26.500Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",2,100000,8,"initial","v9/paginated-rows 100000x8",28.99,27.28,1.71,10,80,247,1,167,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:26.902Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",2,100000,8,"next-page","v9/paginated-rows 100000x8",28.7,28.26,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:27.305Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",2,100000,8,"last-page","v9/paginated-rows 100000x8",28.66,28.37,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:27.652Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",3,100000,8,"initial","v9/paginated-rows 100000x8",28.95,27.28,1.67,10,80,247,1,167,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:28.059Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",3,100000,8,"next-page","v9/paginated-rows 100000x8",28.7,28.26,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:28.463Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",3,100000,8,"last-page","v9/paginated-rows 100000x8",28.65,28.37,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:28.801Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",4,100000,8,"initial","v9/paginated-rows 100000x8",28.98,27.28,1.7,10,80,247,1,167,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:29.212Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",4,100000,8,"next-page","v9/paginated-rows 100000x8",28.7,28.26,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:29.616Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",4,100000,8,"last-page","v9/paginated-rows 100000x8",28.65,28.37,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:29.965Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",5,100000,8,"initial","v9/paginated-rows 100000x8",28.95,27.28,1.67,10,80,247,1,167,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:30.370Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",5,100000,8,"next-page","v9/paginated-rows 100000x8",28.7,28.26,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:30.760Z","paginated-rows","paginated-rows-100000x8","v9/paginated-rows","v9",5,100000,8,"last-page","v9/paginated-rows 100000x8",28.65,28.37,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=100000&columns=8&overscan=5"
"2026-06-21T13:25:31.467Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",1,1000000,8,"initial","v9/paginated-rows 1000000x8",269.41,257.19,12.23,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:31.946Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",1,1000000,8,"next-page","v9/paginated-rows 1000000x8",258.6,258.17,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:32.406Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",1,1000000,8,"last-page","v9/paginated-rows 1000000x8",258.56,258.28,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:33.129Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",2,1000000,8,"initial","v9/paginated-rows 1000000x8",269.61,257.19,12.43,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:33.605Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",2,1000000,8,"next-page","v9/paginated-rows 1000000x8",258.6,258.17,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:34.074Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",2,1000000,8,"last-page","v9/paginated-rows 1000000x8",258.56,258.28,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:34.789Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",3,1000000,8,"initial","v9/paginated-rows 1000000x8",269.4,257.19,12.21,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:35.263Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",3,1000000,8,"next-page","v9/paginated-rows 1000000x8",258.6,258.17,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:35.728Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",3,1000000,8,"last-page","v9/paginated-rows 1000000x8",258.56,258.28,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:36.444Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",4,1000000,8,"initial","v9/paginated-rows 1000000x8",269.39,257.19,12.21,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:36.923Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",4,1000000,8,"next-page","v9/paginated-rows 1000000x8",258.6,258.17,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:37.383Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",4,1000000,8,"last-page","v9/paginated-rows 1000000x8",258.56,258.28,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:38.105Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",5,1000000,8,"initial","v9/paginated-rows 1000000x8",269.43,257.19,12.25,10,80,247,1,167,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:38.578Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",5,1000000,8,"next-page","v9/paginated-rows 1000000x8",258.6,258.17,0.43,10,80,248,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:39.043Z","paginated-rows","paginated-rows-1000000x8","v9/paginated-rows","v9",5,1000000,8,"last-page","v9/paginated-rows 1000000x8",258.56,258.28,0.28,10,80,249,1,180,"http://127.0.0.1:41735/?rows=1000000&columns=8&overscan=5"
"2026-06-21T13:25:40.100Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",1,10,8,"initial","v8/kitchen-sink 10x8",2.72,2.18,0.55,10,80,255,1,180,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:40.486Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",1,10,8,"next-page","v8/kitchen-sink 10x8",3,2.81,0.2,10,80,257,1,193,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:40.859Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",1,10,8,"last-page","v8/kitchen-sink 10x8",2.89,2.82,0.07,10,80,259,1,193,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:41.157Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",2,10,8,"initial","v8/kitchen-sink 10x8",2.73,2.18,0.56,10,80,255,1,180,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:41.543Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",2,10,8,"next-page","v8/kitchen-sink 10x8",3,2.81,0.2,10,80,257,1,193,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:41.918Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",2,10,8,"last-page","v8/kitchen-sink 10x8",2.89,2.82,0.07,10,80,259,1,193,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:42.226Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",3,10,8,"initial","v8/kitchen-sink 10x8",2.72,2.18,0.54,10,80,255,1,180,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:42.609Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",3,10,8,"next-page","v8/kitchen-sink 10x8",3,2.81,0.2,10,80,257,1,193,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:42.984Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",3,10,8,"last-page","v8/kitchen-sink 10x8",2.89,2.82,0.07,10,80,259,1,193,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:43.284Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",4,10,8,"initial","v8/kitchen-sink 10x8",2.73,2.18,0.55,10,80,255,1,180,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
"2026-06-21T13:25:43.667Z","kitchen-sink","kitchen-sink-10x8","v8/kitchen-sink","v8",4,10,8,"next-page","v8/kitchen-sink 10x8",3,2.81,0.2,10,80,257,1,193,"http://127.0.0.1:41736/?rows=10&columns=8&overscan=5"
